Iteration	Min	Max	Avg	Std	current_best
36	114.7257142857143	119.7257142857143	118.42894940476191	1.5046664765427997	18,38,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
37	114.7257142857143	119.51500000000001	116.99745297619049	1.4808619894898185	18,38,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
38	113.26428571428575	119.51500000000001	115.86463511904763	0.7993944472952181	18,7,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,13,5
39	112.64166666666671	115.7257142857143	115.3929904761905	0.6237389382729851	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,13,5
40	112.64166666666671	115.7257142857143	114.95084880952382	0.8272721686202382	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,13,5
41	112.64166666666671	115.7257142857143	114.23441250000003	0.8549232464436343	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,13,5
42	112.26428571428575	115.7257142857143	113.53464761904765	0.7709579937661419	18,7,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,11,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
43	109.48571428571432	114.7257142857143	112.91910714285717	0.5702018286757484	18,38,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
44	109.48571428571432	113.26428571428575	112.47764285714287	0.7582632673021228	18,38,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
45	109.48571428571432	113.26428571428575	112.04608333333334	0.9958012090996033	18,38,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
46	108.5964285714286	112.64166666666671	111.23677083333334	1.256448542169943	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,41,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,13,5
47	106.57142857142857	112.64166666666671	110.01365178571432	1.0945114365707753	18,38,27,34,39,2,4,26,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
48	105.36785714285716	112.26428571428575	109.10822023809527	0.8505934852651146	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
49	105.36785714285716	110.21904761904764	108.35005654761906	0.9761233065187696	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
50	105.36785714285716	109.48571428571432	107.70330357142862	1.07729133695632	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
51	105.36785714285716	108.5964285714286	106.82103571428574	1.077382847341143	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,3,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
52	102.19642857142861	108.25714285714288	105.94037500000002	0.7507935595547397	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
53	102.19642857142861	108.57142857142857	105.43810714285718	0.48190709976728846	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
54	102.19642857142861	106.02857142857144	105.28725000000004	0.5238910189580406	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
55	102.19642857142861	105.36785714285716	105.1141428571429	0.8603870035735993	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
56	102.19642857142861	105.36785714285716	104.65789285714291	1.3064236209192999	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
57	102.19642857142861	105.36785714285716	103.60708928571432	1.5591866697447296	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
58	102.19642857142861	105.36785714285716	102.53355357142864	0.9660533334389236	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
59	101.31071428571431	102.19642857142861	102.19200000000006	0.062472687909949955	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,18,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
60	100.19642857142861	102.19642857142861	102.17171428571433	0.1839848596255372	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
61	100.19642857142861	102.19642857142861	102.11200000000007	0.3267939187104353	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
62	100.19642857142861	102.19642857142861	101.96871428571436	0.478368059134387	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
63	99.31071428571431	102.19642857142861	101.60071428571435	0.6584939526786001	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
64	99.19642857142861	102.19642857142861	101.09800000000007	0.66304921786103	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,33,15,24,40,8,10,5
65	99.19642857142861	105.20753968253969	100.54524206349211	0.7820101580129574	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,33,15,24,40,8,10,5
66	99.19642857142861	101.19642857142861	99.94564285714291	0.694634241591817	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,20,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,33,15,24,40,8,10,5
67	97.19642857142861	101.19642857142861	99.40350000000007	0.5381193583932393	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
68	97.19642857142861	100.19642857142861	99.06907142857149	0.48990894093511284	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,33,15,24,40,8,10,5
69	96.19642857142861	100.19642857142861	98.84212500000005	0.7187481852239741	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,31,15,24,40,8,10,5
70	96.19642857142861	99.19642857142861	98.4212321428572	0.9105014945731273	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,17,38,31,29,29,31,15,24,40,8,10,5
71	95.19642857142861	99.19642857142861	97.66508928571434	0.9555386968677577	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
72	95.19642857142861	99.19642857142861	96.98628571428577	0.7094027237682379	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
73	95.19642857142861	98.31071428571431	96.4900714285715	0.5937569720321055	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
74	95.19642857142861	97.19642857142861	96.10671428571433	0.43241646592145394	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,23,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
75	94.31071428571431	96.19642857142861	95.87671428571433	0.4708211671415927	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
76	94.31071428571431	96.19642857142861	95.52450000000006	0.47832163523584637	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
77	94.31071428571431	96.19642857142861	95.22064285714292	0.2206377467844585	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
78	94.31071428571431	95.19642857142861	95.1698571428572	0.15109153868177147	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
79	94.31071428571431	95.19642857142861	95.14645535714291	0.20318360437951025	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
80	94.31071428571431	95.19642857142861	95.04429464285721	0.3319023801832471	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
81	94.31071428571431	95.19642857142861	94.83016071428578	0.43286254969219345	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
82	94.31071428571431	95.19642857142861	94.49568750000005	0.35751274495175395	18,7,27,34,39,2,4,37,10,43,16,35,13,39,31,44,18,29,9,4,24,11,23,20,33,4,38,41,16,14,42,41,13,9,22,8,33,28,6,37,6,32,33,23,27,19,2,4,12,21,44,19,6,44,13,36,15,38,31,29,29,31,15,24,40,8,10,5
